smiles,molecule_chembl_id,pIC50,n_stereocenters,undefined_stereo
CC[C@H](C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(C)=O)CSCSCC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(N)=O)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CO)NC1=O,CHEMBL4091553,7.832773124424534,20,True
CC[C@H](C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(C)=O)CSCc2ccccc2CSCC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(N)=O)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CO)NC1=O,CHEMBL4060952,5.756416666322119,20,True
CC[C@H](C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(C)=O)CSSCC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(N)=O)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CO)NC1=O,CHEMBL4083770,8.349702258055018,20,True
CC[C@H](C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(C)=O)CSSCC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(N)=O)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CO)NC1=O,CHEMBL4074790,4.812479279163537,20,True
CC[C@H](C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(C)=O)CSSCC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(N)=O)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC(=O)O)NC(=O)C(C)NC(=O)C(CO)NC1=O,CHEMBL4062018,6.903215099838691,20,True
CC[C@H](C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(C)=O)CSSCC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(N)=O)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C)NC1=O,CHEMBL4081818,7.929118384862106,20,True
CC[C@H](C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(C)=O)CSSCC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(N)=O)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CO)NC1=O,CHEMBL4082777,7.881740721341103,20,True
CC[C@H](C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(C)=O)CSSCC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(N)=O)NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(CC(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CO)NC1=O,CHEMBL4070657,7.785527854982213,20,True
CC[C@H](C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCNC(=N)N)NC(C)=O)CSSCC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(N)=O)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC(=O)O)NC(=O)C(C(c2ccccc2)c2ccccc2)NC(=O)C(CO)NC1=O,CHEMBL5195518,6.600326278518962,16,True
CC[C@H](C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCNC(=N)N)NC(C)=O)CSSCC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(N)=O)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC(=O)O)NC(=O)C(CC2CCCCC2)NC(=O)C(CO)NC1=O,CHEMBL5204425,5.831502516476967,16,True
CC[C@H](C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCNC(=N)N)NC(C)=O)CSSCC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(N)=O)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC(=O)O)NC(=O)C(Cc2cc(F)c(F)c(F)c2)NC(=O)C(CO)NC1=O,CHEMBL5192424,6.714442690992226,16,True
CC[C@H](C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCNC(=N)N)NC(C)=O)CSSCC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(N)=O)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CO)NC1=O,CHEMBL5189659,7.267606240177031,16,True
CC[C@H](C)C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CC(C)C)NC(=O)C2CCCN2C(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCNC(=N)N)NC(C)=O)CSSCC(C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(N)=O)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CC(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(Cc2cscn2)NC1=O,CHEMBL5181204,5.644165504115064,16,True
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC(O)CC6(CC6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,CHEMBL5289987,8.84948500216801,3,True
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,CHEMBL5840711,8.82682351277468,2,True
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,CHEMBL4863371,9.096910013008056,4,True
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@]56CCCN5[C@@H](COC(=O)N(C)C)CC6)nc4c3F)c12,CHEMBL5829922,8.844123069472122,4,True
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CC(=O)N6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,CHEMBL5276699,8.84948500216801,3,True
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CCO6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3C)c12,CHEMBL5275926,8.198970004336019,3,True
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CCO6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,CHEMBL5279240,8.610924374808178,3,True
CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CNC(=O)O6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,CHEMBL5267786,9.0,3,True
CCc1cccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,CHEMBL6048506,8.752922702990778,4,True
CCc1cccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@]56CCCN5[C@@H](COC(=O)N(C)C)CC6)nc4c3F)c12,CHEMBL6028889,8.664413578642458,4,True
CCc1cccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@]56CCCN5[C@@H](COC(=O)NC)CC6)nc4c3F)c12,CHEMBL5828205,8.205136871872881,4,True
CCc1cccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)ncnc4c3F)c12,CHEMBL6049217,7.1487416512809245,2,True
CCc1cccc2cc(O)cc(-c3ncc4c(N5CCCC6(CC(O)C6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,CHEMBL5286301,8.84948500216801,2,False
CCc1cccc2cc(O)cc(-c3ncc4c(N5CCCC6(CCO6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,CHEMBL5279657,8.610924374808178,3,True
CCc1cccc2cc(O)cc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OC[C@@H]5CCCN5C)nc4c3F)c12,CHEMBL5569441,8.236572006437063,3,False
CCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@]56CCCN5[C@@H](COC(=O)N5CCOCC5)CC6)nc4c3F)c12,CHEMBL5860569,7.991441575280593,4,True
CCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@]56CCCN5[C@@H](COC(=O)NC)CC6)nc4c3F)c12,CHEMBL6042399,7.847970266891201,4,True
CCc1cccc2cncc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5C[C@H](F)C6)nc4c3F)c12,CHEMBL6028944,7.027443042879595,4,True
CCc1ccccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,CHEMBL5830939,6.71669877129645,2,True
CCn1ccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c21,CHEMBL5910271,6.57756082223146,2,True
CCn1nc(C)cc1-c1csc2c(=O)[nH]c(-c3ccccn3)nc12,CHEMBL5774607,4.688246138944246,0,False
CN(C)C1(C)CN(c2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1,CHEMBL5823031,6.600326278518962,2,True
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)C1,CHEMBL5090412,6.609919141951041,2,True
CN(C)C1CN(c2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1,CHEMBL5938712,5.486116814388907,2,True
CN(C)CC1(COc2nc(N3CC4CCC(C3)N4)c3cc(F)c(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1,CHEMBL4852554,8.292429823902063,2,True
CN(C)CC1(COc2nc3c(c(N4CC5CCC(C4)N5)n2)CCN(c2cc(O)cc4cccc(Br)c24)C3)CC1(F)F,CHEMBL4878409,8.013228265733755,3,True
CN(C)CC1(COc2nc3c(c(N4CC5CCC(C4)N5)n2)CCN(c2cc(O)cc4cccc(I)c24)C3)CC1,CHEMBL4849611,9.154901959985743,2,True
CN(C)CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,CHEMBL6007543,6.270767498402249,2,True
CN(C)CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5913765,5.674074044228534,2,True
CN(C)Cc1[nH]c2ccccc2c1[C@H]1NC(=O)c2ccc(O)cc21,CHEMBL4796065,4.481486060122113,1,False
CN(C)Cc1ccc(COCCNC(=O)O[C@@H]2C[C@@H](COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)N(C)C2)cc1,CHEMBL5855600,6.931814138253838,4,True
CN(C)Cc1ccc(F)c(-c2csc3c(=O)[nH]c(-c4ccccn4)nc23)c1,CHEMBL5900980,4.688246138944246,0,False
CN(C)c1ccccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,CHEMBL5793285,6.011398015115194,2,True
CN(C)c1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,CHEMBL5838776,5.700928739972591,2,True
CN1CC(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)CC1=O,CHEMBL5797725,6.372634143407268,3,True
CN1CCC(F)(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)CC1,CHEMBL5909135,6.226945306635738,2,True
CN1CCCC1(CO)COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4ccccc34)c(F)c2n1,CHEMBL5983158,5.772370350428991,3,True
CN1CCCC1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cncc4cccc(Cl)c34)c(F)c2n1,CHEMBL5826781,6.411168274405792,3,True
CN1CCC[C@H]1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,CHEMBL5929593,5.0906579616386916,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(C(N)=O)(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,CHEMBL5989236,6.480172006224281,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cc(Cl)c(-c3ccc(F)c4sc(N)c(C#N)c34)c(F)c2n1,CHEMBL5430198,8.886056647693163,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)c(Br)c4ccccc34)c(F)c2n1,CHEMBL5808083,6.22307571356708,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(Cl)c2n1,CHEMBL5975993,6.228744323946058,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)cc2n1,CHEMBL5899736,6.201770180543397,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4c3C(C)(C)CC4)c(F)c2n1,CHEMBL5972293,6.5638373529592435,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4c3C3(CC4)CC3)c(F)c2n1,CHEMBL5986609,6.169411331314856,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4c3CCCC4)c(F)c2n1,CHEMBL5932864,6.580044251510242,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4ccc(F)c(Cl)c34)c(F)c2n1,CHEMBL5807259,6.556267308394387,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4ccc(F)cc34)c(F)c2n1,CHEMBL5819579,6.913640169325252,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(C#CCO)c34)c(F)c2n1,CHEMBL6022871,6.821023052706831,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(C#N)c34)c(F)c2n1,CHEMBL5940803,6.647817481888637,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(CCC#N)c34)cc2n1,CHEMBL5789006,6.135488918941608,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5854165,6.405087169730173,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)cc2n1,CHEMBL5759871,6.122628654130226,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4ccccc34)c(F)c2n1,CHEMBL5986167,6.1598939055432425,3,True
CN1CCC[C@H]1COc1nc(N2CC3CCC(Cl)(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,CHEMBL5892737,6.04001142755264,3,True
CN1CC[C@@H](Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1,CHEMBL5909652,5.703115524461452,3,True
CN1CC[C@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1,CHEMBL5782564,6.3585258894959,3,True
CN1CC[C@H](Oc2cccc(S(=O)(=O)F)c2)[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5789297,5.262409833714278,4,True
CN1CC[C@H](Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1,CHEMBL5756810,5.785951320588058,3,True
CN1CCc2cccc(Oc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)c2C1,CHEMBL5969346,5.204119982655925,2,True
CN1C[C@H](C(F)(F)F)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,CHEMBL6054816,4.930479899164774,4,True
CN1C[C@H](F)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,CHEMBL5783210,6.341575313175694,4,True
CN1C[C@H](F)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5829177,5.890543802316759,4,True
CN1C[C@H](F)C[C@H]1COc1nc2c(c(N3CC4CCC(C3)N4)n1)CCN(c1cc(O)cc3cccc(Br)c13)C2,CHEMBL4853619,7.732828271596986,4,True
CN1C[C@H](NC(=O)c2ccc(C=O)cc2)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5865092,6.47755576649368,4,True
CN1C[C@H](NC(=O)c2cccc(C=O)c2)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL6021311,6.434152181326482,4,True
CN1C[C@H](NC(=O)c2cccc(S(=O)(=O)F)c2)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL6050012,5.771552619603618,4,True
CN1C[C@H](NC(=O)c2ccccc2C=O)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5991829,6.060480747381382,4,True
CN1C[C@H](OC(=O)NCCOCc2ccc(O)cc2)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5999313,6.97061622231479,4,True
CN1C[C@H](Oc2ccc(S(=O)(=O)F)cc2)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5857134,5.561141340579438,4,True
CN1C[C@H](Oc2cccc(S(=O)(=O)F)c2)C[C@H]1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL5816552,5.735890843694191,4,True
CNC(=O)OC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12,CHEMBL6037037,7.566030674554607,4,True
CNC(=O)O[C@@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1,CHEMBL6034191,6.64460125952183,4,True
CNC(C)COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,CHEMBL6001538,5.405386490839902,3,True
CNc1c(F)cccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,CHEMBL5923701,5.810790510417694,2,True
CNc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,CHEMBL5986499,5.842641366103566,2,True
COC(=O)NC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12,CHEMBL5941525,6.948697402936716,4,True
COC1CN2CCCC2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5cccc(F)c45)c(F)c3n2)C1,CHEMBL4876243,9.221848749616356,4,True
COCCCN1CCC(Oc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)CC1,CHEMBL5884483,6.1462894786384386,2,True
COCCCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,CHEMBL5990636,5.856607114533681,2,True
COCCNC(=O)O[C@@H]1C[C@@H](COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)N(C)C1,CHEMBL5864164,6.107200990986173,4,True
