canonical_smiles,molecule_chembl_id,pIC50,standard_value,n_measurements,pIC50_range,kept_chembl_id,dropped_chembl_ids
COc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,"['CHEMBL5745852', 'CHEMBL5745852']","[7.6020599913279625, 5.58070527824654]","[25.0, 2626.0]",2,2.021354713081423,CHEMBL5745852,['CHEMBL5745852']
COc1ccccc1C1CN(C(=O)c2csc3c(O)nc(-c4ccccn4)nc23)CCO1,"['CHEMBL5741814', 'CHEMBL5741814', 'CHEMBL5741814', 'CHEMBL5741814']","[4.688246138944246, 4.688246138944246, 4.688246138944246, 4.688246138944246]","[20500.0, 20500.0, 20500.0, 20500.0]",4,0.0,CHEMBL5741814,"['CHEMBL5741814', 'CHEMBL5741814', 'CHEMBL5741814']"
COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4cccc(Cl)c34)c(F)c2n1,"['CHEMBL5952275', 'CHEMBL5952275']","[7.29413628771608, 5.078157518594142]","[50.8, 8353.0]",2,2.2159787691219384,CHEMBL5952275,['CHEMBL5952275']
CS(=O)(=O)NC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12,"['CHEMBL5922205', 'CHEMBL5922205']","[7.698970004336019, 5.107015449289284]","[20.0, 7816.0]",2,2.591954555046735,CHEMBL5922205,['CHEMBL5922205']
CS(=O)(=O)c1cccc(C(=O)N2CCCc3c(O)nc(-c4ccccn4)nc32)c1,"['CHEMBL5756840', 'CHEMBL5756840', 'CHEMBL5756840', 'CHEMBL5756840']","[5.1249387366083, 5.1249387366083, 5.1249387366083, 5.1249387366083]","[7500.0, 7500.0, 7500.0, 7500.0]",4,0.0,CHEMBL5756840,"['CHEMBL5756840', 'CHEMBL5756840', 'CHEMBL5756840']"
CSc1cccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5C[C@H](F)C6)nc4c3F)c12,"['CHEMBL5889261', 'CHEMBL5889261']","[9.154901959985743, 7.978810700930062]","[0.7, 10.5]",2,1.1760912590556813,CHEMBL5889261,['CHEMBL5889261']
CSc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,"['CHEMBL5900642', 'CHEMBL5900642']","[8.698970004336019, 6.332547047110046]","[2.0, 465.0]",2,2.366422957225973,CHEMBL5900642,['CHEMBL5900642']
C[C@@H]1C[C@@H]1c1ccccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,"['CHEMBL5935772', 'CHEMBL5935772']","[7.764471553092451, 5.761201437286083]","[17.2, 1733.0]",2,2.0032701158063686,CHEMBL5935772,['CHEMBL5935772']
C[C@@H]1C[C@H]1c1c(Cl)cc(O)cc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F,"['CHEMBL5897986', 'CHEMBL5897986']","[9.0, 7.863279432843593]","[1.0, 13.7]",2,1.1367205671564067,CHEMBL5897986,['CHEMBL5897986']
C[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1,"['CHEMBL5869672', 'CHEMBL5869672']","[8.193820026016112, 5.526367073126159]","[6.4, 2976.0]",2,2.6674529528899535,CHEMBL5869672,['CHEMBL5869672']
C[C@H]1C[C@H]1c1ccccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,"['CHEMBL5888364', 'CHEMBL5888364']","[7.042392712939905, 5.093287943057036]","[90.7, 8067.0]",2,1.9491047698828687,CHEMBL5888364,['CHEMBL5888364']
Cc1c(-c2cc(O)cc3ccccc23)ncc2c(N3CC4CCC(C3)N4)nc(OC[C@@H]3CCCN3C)nc12,"['CHEMBL5742215', 'CHEMBL5742215']","[7.193141970481182, 4.7874395420288565]","[64.1, 16314.0]",2,2.405702428452326,CHEMBL5742215,['CHEMBL5742215']
Cc1c(Cl)cc2[nH]ncc2c1-c1ncc2c(N3CC4CCC(C3)N4)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc2c1F,"['CHEMBL5927161', 'CHEMBL5927161']","[8.55284196865778, 6.218963061378869]","[2.8, 604.0]",2,2.333878907278912,CHEMBL5927161,['CHEMBL5927161']
Cc1c(Cl)cccc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc2c1F,"['CHEMBL5876087', 'CHEMBL5876087']","[7.444905551421681, 5.327348077159998]","[35.9, 4706.0]",2,2.117557474261683,CHEMBL5876087,['CHEMBL5876087']
Cc1cc2[nH]ccc2c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1C,"['CHEMBL5917666', 'CHEMBL5917666']","[7.549750891680639, 5.126214539181799]","[28.2, 7478.0]",2,2.4235363524988403,CHEMBL5917666,['CHEMBL5917666']
Cc1cc2[nH]ncc2c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1C,"['CHEMBL5788518', 'CHEMBL5788518']","[8.455931955649724, 5.113170995323018]","[3.5, 7706.0]",2,3.3427609603267063,CHEMBL5788518,['CHEMBL5788518']
Cc1cc2[nH]ncc2c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c1Cl,"['CHEMBL6025913', 'CHEMBL6025913']","[8.585026652029182, 6.235077015350111]","[2.6, 582.0]",2,2.349949636679071,CHEMBL6025913,['CHEMBL6025913']
Cc1ccc(O)cc1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3C[C@H](F)C4)nc2c1F,"['CHEMBL5852523', 'CHEMBL5852523']","[7.45717457304082, 5.403512866263456]","[34.9, 3949.0]",2,2.0536617067773646,CHEMBL5852523,['CHEMBL5852523']
Cc1ccc2[nH]ncc2c1-c1ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3C[C@H](F)C4)nc2c1F,"['CHEMBL5952349', 'CHEMBL5952349']","[6.943095148663527, 4.965531977244957]","[114.0, 10826.0]",2,1.97756317141857,CHEMBL5952349,['CHEMBL5952349']
Cc1cccc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1C,"['CHEMBL5812240', 'CHEMBL5812240']","[7.269217724333611, 5.151256818104317]","[53.8, 7059.0]",2,2.1179609062292943,CHEMBL5812240,['CHEMBL5812240']
Cc1cccc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1C(C)C,"['CHEMBL5824370', 'CHEMBL5824370']","[7.454692883534176, 5.498529927899588]","[35.1, 3173.0]",2,1.9561629556345883,CHEMBL5824370,['CHEMBL5824370']
Cc1cccc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1Cl,"['CHEMBL5907457', 'CHEMBL5907457']","[7.790484985457369, 5.421475394725007]","[16.2, 3789.0]",2,2.369009590732362,CHEMBL5907457,['CHEMBL5907457']
Cc1cccc(CCOc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)n1,"['CHEMBL6020931', 'CHEMBL6020931']","[6.270835210307229, 4.976582910158895]","[536.0, 10554.0]",2,1.294252300148334,CHEMBL6020931,['CHEMBL6020931']
Cc1cccc(OCC(=O)Nc2nnc(-c3ccccn3)[nH]2)c1,"['CHEMBL5866398', 'CHEMBL5866398', 'CHEMBL5866398', 'CHEMBL5866398']","[5.1249387366083, 5.1249387366083, 5.1249387366083, 5.1249387366083]","[7500.0, 7500.0, 7500.0, 7500.0]",4,0.0,CHEMBL5866398,"['CHEMBL5866398', 'CHEMBL5866398', 'CHEMBL5866398']"
Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,"['CHEMBL5988209', 'CHEMBL5988209']","[8.0, 5.536256278752941]","[10.0, 2909.0]",2,2.4637437212470594,CHEMBL5988209,['CHEMBL5988209']
Cc1cccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,"['CHEMBL6019240', 'CHEMBL6019240']","[6.362510270487489, 4.938622925806112]","[434.0, 11518.0]",2,1.4238873446813765,CHEMBL6019240,['CHEMBL6019240']
Cc1nccn1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,"['CHEMBL5808105', 'CHEMBL5808105']","[7.498940737782249, 5.242452146530756]","[31.7, 5722.0]",2,2.256488591251493,CHEMBL5808105,['CHEMBL5808105']
Cc1nccn1CCOc1nc(N2C[C@H]3C[C@@H](O)[C@@H](C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,"['CHEMBL5814841', 'CHEMBL5814841']","[6.645891560852599, 4.792042657027063]","[226.0, 16142.0]",2,1.8538489038255355,CHEMBL5814841,['CHEMBL5814841']
Cn1cc([C@H]2CN3CCC[C@]3(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)C2)cn1,"['CHEMBL5942117', 'CHEMBL5942117']","[8.060480747381382, 5.871277715661574]","[8.7, 1345.0]",2,2.189203031719808,CHEMBL5942117,['CHEMBL5942117']
Cn1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,"['CHEMBL5907046', 'CHEMBL5907046']","[8.022276394711152, 4.987880164195487]","[9.5, 10283.0]",2,3.0343962305156653,CHEMBL5907046,['CHEMBL5907046']
Cn1ccnc1CCOc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,"['CHEMBL5842562', 'CHEMBL5842562']","[6.31695296176115, 4.988852639224203]","[482.0, 10260.0]",2,1.3281003225369474,CHEMBL5842562,['CHEMBL5842562']
Cn1ccnc1CCOc1nc(N2C[C@H]3C[C@@H](O)[C@@H](C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,"['CHEMBL5809785', 'CHEMBL5809785']","[7.0034883278458215, 4.978645286918577]","[99.2, 10504.0]",2,2.0248430409272444,CHEMBL5809785,['CHEMBL5809785']
Cn1nccc1COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,"['CHEMBL5773558', 'CHEMBL5773558']","[6.140861702705469, 5.086504040382876]","[723.0, 8194.0]",2,1.0543576623225928,CHEMBL5773558,['CHEMBL5773558']
FCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6ccccc56)c(F)c4n3)CCCN12,"['CHEMBL5972707', 'CHEMBL5972707']","[8.67778070526608, 6.338187314462739]","[2.1, 459.0]",2,2.3395933908033415,CHEMBL5972707,['CHEMBL5972707']
FCCCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,"['CHEMBL5796080', 'CHEMBL5796080']","[8.060480747381382, 6.171984935776023]","[8.7, 673.0]",2,1.8884958116053587,CHEMBL5796080,['CHEMBL5796080']
FCCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,"['CHEMBL5907534', 'CHEMBL5907534']","[8.494850021680094, 5.96537154337468]","[3.2, 1083.0]",2,2.529478478305414,CHEMBL5907534,['CHEMBL5907534']
Fc1c(-c2c(C(F)(F)F)ccc3[nH]ncc23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL5943050', 'CHEMBL5943050']","[7.962573502059376, 5.09312646527793]","[10.9, 8070.0]",2,2.8694470367814464,CHEMBL5943050,['CHEMBL5943050']
Fc1c(-c2c(C(F)(F)F)ccc3[nH]ncc23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3C[C@H](F)C4)nc12,"['CHEMBL5869638', 'CHEMBL5869638']","[7.982966660701219, 5.791558643561433]","[10.4, 1616.0]",2,2.1914080171397865,CHEMBL5869638,['CHEMBL5869638']
Fc1c(-c2c(OC(F)(F)F)ccc3[nH]ncc23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL5891360', 'CHEMBL5891360']","[8.187086643357144, 5.835647144215563]","[6.5, 1460.0]",2,2.3514394991415815,CHEMBL5891360,['CHEMBL5891360']
Fc1c(-c2c3ccccc3cc3[nH]ncc23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL5818508', 'CHEMBL5818508']","[8.292429823902063, 6.274905478918531]","[5.1, 531.0]",2,2.0175243449835323,CHEMBL5818508,['CHEMBL5818508']
Fc1c(-c2cccc(Cl)c2C(F)(F)F)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL6027140', 'CHEMBL6027140']","[8.0268721464003, 6.047207556955907]","[9.4, 897.0]",2,1.9796645894443934,CHEMBL6027140,['CHEMBL6027140']
Fc1c(-c2cccc(Cl)c2C2CC2)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL5797194', 'CHEMBL5797194']","[8.309803919971486, 6.1771783546968955]","[4.9, 665.0]",2,2.1326255652745907,CHEMBL5797194,['CHEMBL5797194']
Fc1c(-c2cccc(Cl)c2C2CC2)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3C[C@H](F)C4)nc12,"['CHEMBL5861601', 'CHEMBL5861601']","[8.468521082957745, 5.999565922520681]","[3.4, 1001.0]",2,2.468955160437064,CHEMBL5861601,['CHEMBL5861601']
Fc1c(-c2cccc(Cl)c2Cl)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL6005404', 'CHEMBL6005404']","[7.453457336521869, 5.434742656579786]","[35.2, 3675.0]",2,2.018714679942083,CHEMBL6005404,['CHEMBL6005404']
Fc1c(-c2cccc3c2C(C(F)(F)F)=CCC3)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL5780195', 'CHEMBL5780195']","[7.943095148663527, 5.62745619924093]","[11.4, 2358.0]",2,2.3156389494225973,CHEMBL5780195,['CHEMBL5780195']
Fc1c(-c2cccc3c2CC2CC32)ncc2c(N3CC4CCC(C3)N4)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc12,"['CHEMBL4872788', 'CHEMBL4872788', 'CHEMBL4872788']","[7.696803942579511, 7.696803942579511, 5.787546038959724]","[20.1, 20.1, 1631.0]",3,1.9092579036197872,CHEMBL4872788,"['CHEMBL4872788', 'CHEMBL4872788']"
Fc1c(-c2cccc3c2CCC3)ncc2c(N3CC4CCC(C3)N4)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc12,"['CHEMBL5925566', 'CHEMBL5925566']","[7.035740369803151, 5.157141237554706]","[92.1, 6964.0]",2,1.8785991322484454,CHEMBL5925566,['CHEMBL5925566']
Fc1c(-c2cccc3cccc(Br)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL5798610', 'CHEMBL5798610']","[8.920818753952375, 6.4698003017969175]","[1.2, 339.0]",2,2.4510184521554574,CHEMBL5798610,['CHEMBL5798610']
Fc1c(-c2cccc3cccc(C(F)(F)F)c23)ncc2c(N3CC4CCC(C3)N4)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc12,"['CHEMBL5962849', 'CHEMBL5962849']","[7.293282217663242, 5.556580538217183]","[50.9, 2776.0]",2,1.7367016794460586,CHEMBL5962849,['CHEMBL5962849']
Fc1c(-c2cccc3cccc(C4CC4)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL5793177', 'CHEMBL5793177']","[7.58838029403677, 4.981299501333757]","[25.8, 10440.0]",2,2.6070807927030133,CHEMBL5793177,['CHEMBL5793177']
Fc1c(-c2cccc3cccc(CC(F)F)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL5924437', 'CHEMBL5924437']","[7.899629454882437, 5.3655227298392685]","[12.6, 4310.0]",2,2.534106725043168,CHEMBL5924437,['CHEMBL5924437']
Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CC(F)C(C3)N4)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc12,"['CHEMBL5951297', 'CHEMBL5951297']","[6.684029654543082, 5.0876185010812]","[207.0, 8173.0]",2,1.5964111534618821,CHEMBL5951297,['CHEMBL5951297']
Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CC(F)CN3CC(F)C4)nc12,"['CHEMBL5742538', 'CHEMBL5742538']","[7.044793462458058, 5.266481748565512]","[90.2, 5414.0]",2,1.7783117138925455,CHEMBL5742538,['CHEMBL5742538']
Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL5192975', 'CHEMBL5192975', 'CHEMBL5192975', 'CHEMBL5192975']","[7.675717544702307, 8.259637310505756, 5.687822643560221, 6.075720713938118]","[21.1, 5.5, 2052.0, 840.0]",4,2.571814666945535,CHEMBL5192975,"['CHEMBL5192975', 'CHEMBL5192975', 'CHEMBL5192975']"
Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3C[C@H](F)C4)nc12,"['CHEMBL5760963', 'CHEMBL5760963']","[7.586700235918748, 5.171018045992077]","[25.9, 6745.0]",2,2.415682189926671,CHEMBL5760963,['CHEMBL5760963']
Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc12,"['CHEMBL5867230', 'CHEMBL5867230']","[8.431798275933005, 6.048176964684088]","[3.7, 895.0]",2,2.383621311248917,CHEMBL5867230,['CHEMBL5867230']
Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OC[C@]34CCCN3C(CCl)CC4)nc12,"['CHEMBL5849932', 'CHEMBL5849932']","[8.494850021680094, 5.875169850586141]","[3.2, 1333.0]",2,2.619680171093953,CHEMBL5849932,['CHEMBL5849932']
Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OC[C@]34CCCN3C[C@H](c3ccccc3)C4)nc12,"['CHEMBL5865794', 'CHEMBL5865794']","[7.804100347590766, 4.800217406031015]","[15.7, 15841.0]",2,3.003882941559751,CHEMBL5865794,['CHEMBL5865794']
Fc1c(-c2cccc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OC[C@]34CCCN3[C@@H](Cn3cccn3)CC4)nc12,"['CHEMBL5792120', 'CHEMBL5792120']","[8.1249387366083, 5.561932549546507]","[7.5, 2742.0]",2,2.5630061870617933,CHEMBL5792120,['CHEMBL5792120']
Fc1c(-c2cccc3cccc(F)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL5996378', 'CHEMBL5996378']","[8.229147988357855, 6.388276691992658]","[5.9, 409.0]",2,1.8408712963651972,CHEMBL5996378,['CHEMBL5996378']
Fc1c(-c2cccc3cccc(OC(F)(F)F)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL5770031', 'CHEMBL5770031']","[7.97469413473523, 5.833273944419949]","[10.6, 1468.0]",2,2.141420190315281,CHEMBL5770031,['CHEMBL5770031']
Fc1c(-c2cccc3cccc(OC(F)F)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL5766832', 'CHEMBL5766832']","[7.978810700930062, 5.869023308394382]","[10.5, 1352.0]",2,2.1097873925356794,CHEMBL5766832,['CHEMBL5766832']
Fc1c(-c2cccc3ccccc23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL6063821', 'CHEMBL6063821']","[7.534617148551582, 5.4706980022120195]","[29.2, 3383.0]",2,2.063919146339562,CHEMBL6063821,['CHEMBL6063821']
Fc1c(-c2ccccc2C(F)(F)F)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL5887202', 'CHEMBL5887202']","[7.064996848546345, 4.969359805131368]","[86.1, 10731.0]",2,2.0956370434149774,CHEMBL5887202,['CHEMBL5887202']
Fc1c(-c2ccccc2C2CC2)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL5971110', 'CHEMBL5971110']","[7.051098239029786, 5.182963773949972]","[88.9, 6562.0]",2,1.8681344650798142,CHEMBL5971110,['CHEMBL5971110']
Fc1c(-c2ccccc2C2CC2)ncc2c(N3CC4CCC(C3)N4)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc12,"['CHEMBL6019893', 'CHEMBL6019893']","[6.681936665037238, 6.886056647693163]","[208.0, 130.0]",2,0.20411998265592501,CHEMBL6019893,['CHEMBL6019893']
Fc1c(-c2ccccc2OC(F)(F)F)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3CCC4)nc12,"['CHEMBL5941929', 'CHEMBL5941929']","[6.917214629683549, 4.945770090136603]","[121.0, 11330.0]",2,1.9714445395469467,CHEMBL5941929,['CHEMBL5941929']
Fc1c(-c2cncc3cccc(Cl)c23)ncc2c(N3CC4CCC(C3)N4)nc(OCC34CCCN3C[C@@H](F)C4)nc12,"['CHEMBL6014620', 'CHEMBL6014620']","[7.55129368009492, 5.66094626429086]","[28.1, 2183.0]",2,1.8903474158040598,CHEMBL6014620,['CHEMBL6014620']
Fc1ccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c2c1Cl,"['CHEMBL5815995', 'CHEMBL5815995']","[9.0, 6.410050398674292]","[1.0, 389.0]",2,2.589949601325708,CHEMBL5815995,['CHEMBL5815995']
Fc1ccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c2c1Cl,"['CHEMBL5835898', 'CHEMBL5835898']","[8.508638306165727, 5.975925012692574]","[3.1, 1057.0]",2,2.5327132934731527,CHEMBL5835898,['CHEMBL5835898']
Fc1ccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c2c1F,"['CHEMBL5912568', 'CHEMBL5912568']","[9.0, 6.85078088734462]","[1.0, 141.0]",2,2.1492191126553797,CHEMBL5912568,['CHEMBL5912568']
Fc1cccc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1C(F)(F)F,"['CHEMBL5947767', 'CHEMBL5947767']","[7.882728704344236, 5.7705741520793055]","[13.1, 1696.0]",2,2.11215455226493,CHEMBL5947767,['CHEMBL5947767']
Fc1cccc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1C1CC1,"['CHEMBL5782738', 'CHEMBL5782738']","[7.534617148551582, 5.849243560139691]","[29.2, 1415.0]",2,1.685373588411891,CHEMBL5782738,['CHEMBL5782738']
Fc1cccc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1OC(F)F,"['CHEMBL5956536', 'CHEMBL5956536']","[7.360513510731414, 5.700492701299512]","[43.6, 1993.0]",2,1.6600208094319013,CHEMBL5956536,['CHEMBL5956536']
N#CC[C@@H]1C[C@@H]2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cc(O)cc6ccccc56)ncc34)C[C@H]1N2,"['CHEMBL5771268', 'CHEMBL5771268']","[7.6777807052660805, 5.062482107982653]","[21.0, 8660.0]",2,2.6152985972834273,CHEMBL5771268,['CHEMBL5771268']
