canonical_smiles,molecule_chembl_id,pIC50,standard_value,n_measurements,pIC50_range,kept_chembl_id,dropped_chembl_ids
N#Cc1ccc(COCC(=O)Nc2nc(-c3ccccn3)nc3sccc23)cc1,"['CHEMBL5949944', 'CHEMBL5949944', 'CHEMBL5949944', 'CHEMBL5949944']","[4.688246138944246, 4.688246138944246, 4.688246138944246, 4.688246138944246]","[20500.0, 20500.0, 20500.0, 20500.0]",4,0.0,CHEMBL5949944,"['CHEMBL5949944', 'CHEMBL5949944', 'CHEMBL5949944']"
N#Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,"['CHEMBL5917804', 'CHEMBL5917804']","[7.692503962086787, 5.615109203469446]","[20.3, 2426.0]",2,2.0773947586173414,CHEMBL5917804,['CHEMBL5917804']
Nc1cccc(CCOc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cc(O)cc5ccccc45)c(F)c3n2)n1,"['CHEMBL5839176', 'CHEMBL5839176']","[6.94692155651658, 5.280254507470423]","[113.0, 5245.0]",2,1.6666670490461568,CHEMBL5839176,['CHEMBL5839176']
Nc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,"['CHEMBL5906656', 'CHEMBL5906656']","[6.570247719997592, 4.868092757225614]","[269.0, 13549.0]",2,1.7021549627719788,CHEMBL5906656,['CHEMBL5906656']
O=C(OC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12)N1CCCC1,"['CHEMBL5752074', 'CHEMBL5752074']","[8.494850021680094, 6.795880017344075]","[3.2, 160.0]",2,1.6989700043360187,CHEMBL5752074,['CHEMBL5752074']
O=C(OC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12)N1CCCCC1,"['CHEMBL6002919', 'CHEMBL6002919']","[8.259637310505756, 6.437707135543525]","[5.5, 365.0]",2,1.8219301749622305,CHEMBL6002919,['CHEMBL6002919']
O=C(OC[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12)N1CCOCC1,"['CHEMBL5826755', 'CHEMBL5826755']","[8.568636235841012, 6.886056647693163]","[2.7, 130.0]",2,1.6825795881478491,CHEMBL5826755,['CHEMBL5826755']
O=C(O[C@@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1)N1CCOCC1,"['CHEMBL5852825', 'CHEMBL5852825']","[7.316052869248487, 5.399027104313252]","[48.3, 3990.0]",2,1.9170257649352358,CHEMBL5852825,['CHEMBL5852825']
O=C(c1csc2c(O)nc(-c3ccccn3)nc12)N1CCN(Cc2cccc(O)c2)CC1,"['CHEMBL5873415', 'CHEMBL5873415', 'CHEMBL5873415', 'CHEMBL5873415']","[4.688246138944246, 4.688246138944246, 4.688246138944246, 4.688246138944246]","[20500.0, 20500.0, 20500.0, 20500.0]",4,0.0,CHEMBL5873415,"['CHEMBL5873415', 'CHEMBL5873415', 'CHEMBL5873415']"
O=C(c1csc2c(O)nc(-c3ccccn3)nc12)N1CCN(c2ccc(O)c(Cl)c2)CC1,"['CHEMBL5884953', 'CHEMBL5884953', 'CHEMBL5884953', 'CHEMBL5884953']","[4.688246138944246, 4.688246138944246, 4.688246138944246, 4.688246138944246]","[20500.0, 20500.0, 20500.0, 20500.0]",4,0.0,CHEMBL5884953,"['CHEMBL5884953', 'CHEMBL5884953', 'CHEMBL5884953']"
O=C(c1csc2c(O)nc(-c3ccccn3)nc12)N1CCN(c2ccccc2)CC1,"['CHEMBL5926740', 'CHEMBL5926740', 'CHEMBL5926740', 'CHEMBL5926740']","[5.1249387366083, 5.1249387366083, 5.1249387366083, 5.1249387366083]","[7500.0, 7500.0, 7500.0, 7500.0]",4,0.0,CHEMBL5926740,"['CHEMBL5926740', 'CHEMBL5926740', 'CHEMBL5926740']"
O=C(c1csc2c(O)nc(-c3ccccn3)nc12)N1CCNC(c2ccc(O)cc2)C1,"['CHEMBL5981972', 'CHEMBL5981972', 'CHEMBL5981972', 'CHEMBL5981972']","[5.1249387366083, 5.1249387366083, 5.1249387366083, 5.1249387366083]","[7500.0, 7500.0, 7500.0, 7500.0]",4,0.0,CHEMBL5981972,"['CHEMBL5981972', 'CHEMBL5981972', 'CHEMBL5981972']"
O=C(c1csc2c(O)nc(-c3ccccn3)nc12)N1CCOC(c2ccccc2Cl)C1,"['CHEMBL5904679', 'CHEMBL5904679', 'CHEMBL5904679', 'CHEMBL5904679']","[5.1249387366083, 5.1249387366083, 5.1249387366083, 5.1249387366083]","[7500.0, 7500.0, 7500.0, 7500.0]",4,0.0,CHEMBL5904679,"['CHEMBL5904679', 'CHEMBL5904679', 'CHEMBL5904679']"
O=C(c1csc2c(O)nc(-c3ccccn3)nc12)N1CCOC(c2nccs2)C1,"['CHEMBL5886946', 'CHEMBL5886946', 'CHEMBL5886946', 'CHEMBL5886946']","[5.1249387366083, 5.1249387366083, 5.1249387366083, 5.1249387366083]","[7500.0, 7500.0, 7500.0, 7500.0]",4,0.0,CHEMBL5886946,"['CHEMBL5886946', 'CHEMBL5886946', 'CHEMBL5886946']"
O=C1OCCN1C[C@H]1CC[C@@]2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12,"['CHEMBL6051462', 'CHEMBL6051462']","[7.6020599913279625, 5.934793871945688]","[25.0, 1162.0]",2,1.6672661193822744,CHEMBL6051462,['CHEMBL6051462']
O=c1nc(-c2ccccn2)[nH]c2c1sc1ccccc12,"['CHEMBL5817812', 'CHEMBL5817812', 'CHEMBL5817812', 'CHEMBL5817812']","[4.688246138944246, 4.688246138944246, 4.688246138944246, 4.688246138944246]","[20500.0, 20500.0, 20500.0, 20500.0]",4,0.0,CHEMBL5817812,"['CHEMBL5817812', 'CHEMBL5817812', 'CHEMBL5817812']"
OCC#Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,"['CHEMBL5800892', 'CHEMBL5800892']","[7.903089986991944, 5.069662364262269]","[12.5, 8518.0]",2,2.8334276227296744,CHEMBL5800892,['CHEMBL5800892']
OCC(CO)COc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cccc4cccc(Cl)c34)c(F)c2n1,"['CHEMBL5831259', 'CHEMBL5831259']","[6.323306390375134, 4.9456934341516]","[475.0, 11332.0]",2,1.3776129562235333,CHEMBL5831259,['CHEMBL5831259']
OCC1CCC2(COc3nc(N4CC5CCC(C4)N5)c4cnc(-c5cccc6cccc(Cl)c56)c(F)c4n3)CCCN12,"['CHEMBL6040959', 'CHEMBL6040959']","[8.67778070526608, 5.316862868516993]","[2.1, 4821.0]",2,3.3609178367490875,CHEMBL6040959,['CHEMBL6040959']
OCCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,"['CHEMBL5794383', 'CHEMBL5794383']","[8.698970004336019, 5.5300307905000405]","[2.0, 2951.0]",2,3.168939213835978,CHEMBL5794383,['CHEMBL5794383']
OC[C@@H]1CCN1c1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,"['CHEMBL6001577', 'CHEMBL6001577']","[6.690369832574101, 5.389659288547843]","[204.0, 4077.0]",2,1.3007105440262574,CHEMBL6001577,['CHEMBL6001577']
OCc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,"['CHEMBL5962637', 'CHEMBL5962637']","[7.79317412396815, 5.331893762067269]","[16.1, 4657.0]",2,2.461280361900881,CHEMBL5962637,['CHEMBL5962637']
OCc1ccnc(-c2nc(O)c3c(Cl)csc3n2)c1,"['CHEMBL5762420', 'CHEMBL5762420', 'CHEMBL5762420', 'CHEMBL5762420']","[4.688246138944246, 4.688246138944246, 4.688246138944246, 4.688246138944246]","[20500.0, 20500.0, 20500.0, 20500.0]",4,0.0,CHEMBL5762420,"['CHEMBL5762420', 'CHEMBL5762420', 'CHEMBL5762420']"
OCc1ccnc(-c2nc(O)c3ccsc3n2)c1,"['CHEMBL5785483', 'CHEMBL5785483', 'CHEMBL5785483', 'CHEMBL5785483']","[5.1249387366083, 5.1249387366083, 5.1249387366083, 5.1249387366083]","[7500.0, 7500.0, 7500.0, 7500.0]",4,0.0,CHEMBL5785483,"['CHEMBL5785483', 'CHEMBL5785483', 'CHEMBL5785483']"
O[C@@H]1CC2CN(c3nc(OCC45CCCN4CCC5)nc4c(F)c(-c5cccc6cccc(Cl)c56)ncc34)C[C@H]1N2,"['CHEMBL5804582', 'CHEMBL5804582']","[8.229147988357855, 5.673050005834002]","[5.9, 2123.0]",2,2.5560979825238537,CHEMBL5804582,['CHEMBL5804582']
O[C@@H]1C[C@@H]2CN(c3nc(OC[C@@]45CCCN4C[C@H](F)C5)nc4c(F)c(-c5cccc6cccc(Cl)c56)ncc34)C[C@H]1N2,"['CHEMBL5808588', 'CHEMBL5808588']","[8.161150909262744, 5.962972120244225]","[6.9, 1089.0]",2,2.1981787890185194,CHEMBL5808588,['CHEMBL5808588']
O[C@H]1CN2CCC[C@@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1,"['CHEMBL5796197', 'CHEMBL5796197']","[8.148741651280925, 5.369267107182804]","[7.1, 4273.0]",2,2.7794745440981217,CHEMBL5796197,['CHEMBL5796197']
O[C@H]1CN2CCC[C@]2(COc2nc(N3CC4CCC(C3)N4)c3cnc(-c4cccc5cccc(Cl)c45)c(F)c3n2)C1,"['CHEMBL5742713', 'CHEMBL5742713']","[7.568636235841012, 5.195451691611944]","[27.0, 6376.0]",2,2.373184544229068,CHEMBL5742713,['CHEMBL5742713']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(N4CC5(CCOC5)C4)nc3c2F)c2ccccc2c1,"['CHEMBL5747038', 'CHEMBL5747038']","[6.882728704344236, 5.130005999878258]","[131.0, 7413.0]",2,1.7527227044659774,CHEMBL5747038,['CHEMBL5747038']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(N4CC5(CCOCC5)C4)nc3c2F)c2ccccc2c1,"['CHEMBL6024085', 'CHEMBL6024085']","[6.7258421507363195, 5.262409833714278]","[188.0, 5465.0]",2,1.4634323170220416,CHEMBL6024085,['CHEMBL6024085']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(N4CCC4)nc3c2F)c2ccccc2c1,"['CHEMBL6050062', 'CHEMBL6050062']","[6.164943898279883, 5.431798275933005]","[684.0, 3700.0]",2,0.7331456223468784,CHEMBL6050062,['CHEMBL6050062']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC4CCOCC4)nc3c2F)c2ccccc2c1,"['CHEMBL5934418', 'CHEMBL5934418']","[6.289882634888183, 5.139003563242804]","[513.0, 7261.0]",2,1.1508790716453792,CHEMBL5934418,['CHEMBL5934418']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC(F)(F)C(F)F)nc3c2F)c2ccccc2c1,"['CHEMBL5803405', 'CHEMBL5803405']","[6.497572880015568, 5.076755981369724]","[318.0, 8380.0]",2,1.4208168986458443,CHEMBL5803405,['CHEMBL5803405']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC(F)(F)F)nc3c2F)c2ccccc2c1,"['CHEMBL6014784', 'CHEMBL6014784']","[6.362510270487489, 5.311936303053656]","[434.0, 4876.0]",2,1.0505739674338326,CHEMBL6014784,['CHEMBL6014784']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC4(C(F)(F)F)CC4)nc3c2F)c2ccccc2c1,"['CHEMBL5847248', 'CHEMBL5847248']","[6.534617148551582, 4.918400687267064]","[292.0, 12067.0]",2,1.6162164612845178,CHEMBL5847248,['CHEMBL5847248']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4C(CF)CC5)nc3c2F)c2c(Cl)cccc2c1,"['CHEMBL5793644', 'CHEMBL5793644']","[8.3767507096021, 6.583359492661719]","[4.2, 261.0]",2,1.79339121694038,CHEMBL5793644,['CHEMBL5793644']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4C(CF)CC5)nc3c2F)c2ccccc2c1,"['CHEMBL4855757', 'CHEMBL4855757', 'CHEMBL4855757']","[10.0, 8.619788758288394, 6.400116927926312]","[0.1, 2.4, 398.0]",3,3.5998830720736876,CHEMBL4855757,"['CHEMBL4855757', 'CHEMBL4855757']"
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c2c(Cl)c(F)ccc2c1,"['CHEMBL4857719', 'CHEMBL4857719', 'CHEMBL4857719']","[9.301029995663981, 9.301029995663981, 7.6307841425898575]","[0.5, 0.5, 23.4]",3,1.6702458530741238,CHEMBL4857719,"['CHEMBL4857719', 'CHEMBL4857719']"
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c2c(Cl)cccc2c1,"['CHEMBL4859236', 'CHEMBL4859236', 'CHEMBL4859236']","[9.397940008672037, 9.397940008672037, 6.96657624451305]","[0.4, 0.4, 108.0]",3,2.431363764158988,CHEMBL4859236,"['CHEMBL4859236', 'CHEMBL4859236']"
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c2c(F)cccc2c1,"['CHEMBL5883487', 'CHEMBL5883487']","[9.154901959985743, 6.950781977329818]","[0.7, 112.0]",2,2.204119982655925,CHEMBL5883487,['CHEMBL5883487']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c2ccccc2c1,"['CHEMBL5948638', 'CHEMBL5948638']","[9.301029995663981, 6.481486060122112]","[0.5, 330.0]",2,2.819543935541869,CHEMBL5948638,['CHEMBL5948638']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4C[C@H](F)C5)nc3c2F)c2c(Cl)cccc2c1,"['CHEMBL5976367', 'CHEMBL5976367']","[8.602059991327963, 7.928117992693874]","[2.5, 11.8]",2,0.6739419986340884,CHEMBL5976367,['CHEMBL5976367']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4C[C@H](F)C5)nc3c2F)c2ccccc2c1,"['CHEMBL5877093', 'CHEMBL5877093']","[9.045757490560675, 7.292429823902063]","[0.9, 51.0]",2,1.7533276666586115,CHEMBL5877093,['CHEMBL5877093']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCC(F)(F)F)nc3c2F)c2c(Cl)cccc2c1,"['CHEMBL5765688', 'CHEMBL5765688']","[7.117475462045119, 5.120388092934149]","[76.3, 7579.0]",2,1.9970873691109698,CHEMBL5765688,['CHEMBL5765688']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCC(F)(F)F)nc3c2F)c2ccccc2c1,"['CHEMBL5822412', 'CHEMBL5822412']","[6.815308569182401, 5.081550257598842]","[153.0, 8288.0]",2,1.7337583115835589,CHEMBL5822412,['CHEMBL5822412']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCCN4CCOCC4)nc3c2F)c2ccccc2c1,"['CHEMBL5748258', 'CHEMBL5748258']","[7.298432014944073, 5.7237680420781665]","[50.3, 1889.0]",2,1.5746639728659062,CHEMBL5748258,['CHEMBL5748258']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCCN4C[C@@H]5CC4CO5)nc3c2F)c2ccccc2c1,"['CHEMBL5938732', 'CHEMBL5938732']","[8.102372908709558, 5.539102157243452]","[7.9, 2890.0]",2,2.5632707514661064,CHEMBL5938732,['CHEMBL5938732']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCN4C[C@@H]5CC4CO5)nc3c2F)c2ccccc2c1,"['CHEMBL5848663', 'CHEMBL5848663']","[7.375717904164332, 5.368251925603431]","[42.1, 4283.0]",2,2.0074659785609006,CHEMBL5848663,['CHEMBL5848663']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCc4ccc(F)cn4)nc3c2F)c2ccccc2c1,"['CHEMBL5756311', 'CHEMBL5756311']","[7.018634490921455, 5.099305225547602]","[95.8, 7956.0]",2,1.919329265373853,CHEMBL5756311,['CHEMBL5756311']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCc4ccccn4)nc3c2F)c2ccccc2c1,"['CHEMBL6007936', 'CHEMBL6007936']","[6.304518323509802, 5.069050968832477]","[496.0, 8530.0]",2,1.2354673546773247,CHEMBL6007936,['CHEMBL6007936']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCCc4cccnc4)nc3c2F)c2ccccc2c1,"['CHEMBL5793869', 'CHEMBL5793869']","[6.806875401645538, 5.509199047989145]","[156.0, 3096.0]",2,1.2976763536563931,CHEMBL5793869,['CHEMBL5793869']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@H]4CC5CCN4C5)nc3c2F)c2ccccc2c1,"['CHEMBL5806757', 'CHEMBL5806757']","[8.397940008672037, 5.372429335819457]","[4.0, 4242.0]",2,3.0255106728525805,CHEMBL5806757,['CHEMBL5806757']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@H]4CCCN4)nc3c2F)c2ccccc2c1,"['CHEMBL6051701', 'CHEMBL6051701']","[8.602059991327963, 4.812366490049307]","[2.5, 15404.0]",2,3.7896935012786557,CHEMBL6051701,['CHEMBL6051701']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(Cl)cccc2c1,"['CHEMBL4857438', 'CHEMBL4857438', 'CHEMBL4857438']","[9.698970004336019, 9.698970004336019, 7.987162775294828]","[0.2, 0.2, 10.3]",3,1.7118072290411908,CHEMBL4857438,"['CHEMBL4857438', 'CHEMBL4857438']"
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(F)c(F)ccc2c1,"['CHEMBL4874297', 'CHEMBL4874297', 'CHEMBL4874297']","[9.221848749616356, 9.221848749616356, 9.0]","[0.6, 0.6, 1.0]",3,0.22184874961635614,CHEMBL4874297,"['CHEMBL4874297', 'CHEMBL4874297']"
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(F)cccc2c1,"['CHEMBL5856093', 'CHEMBL5856093', 'CHEMBL5856093', 'CHEMBL5856093']","[9.154901959985743, 9.301029995663981, 8.309803919971486, 8.154901959985743]","[0.7, 0.5, 4.9, 7.0]",4,1.1461280356782382,CHEMBL5856093,"['CHEMBL5856093', 'CHEMBL5856093', 'CHEMBL5856093']"
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2ccccc2c1,"['CHEMBL5170279', 'CHEMBL5170279']","[8.721246399047171, 7.503070351926786]","[1.9, 31.4]",2,1.2181760471203855,CHEMBL5170279,['CHEMBL5170279']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@]45CCCN4C[C@@H](F)C5)nc3c2F)c2ccccc2c1,"['CHEMBL6042242', 'CHEMBL6042242']","[8.721246399047171, 6.913640169325252]","[1.9, 122.0]",2,1.8076062297219195,CHEMBL6042242,['CHEMBL6042242']
Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)ncnc3c2F)c2ccccc2c1,"['CHEMBL5089026', 'CHEMBL5089026']","[6.242603971206975, 4.891468801142131]","[572.0, 12839.0]",2,1.3511351700648442,CHEMBL5089026,['CHEMBL5089026']
Oc1cc(-c2ncc3c(N4CCCC5(CC(O)C5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(F)c(F)ccc2c1,"['CHEMBL5286121', 'CHEMBL5286121']","[8.698970004336019, 8.698970004336019]","[2.0, 2.0]",2,0.0,CHEMBL5286121,['CHEMBL5286121']
Oc1cc(-c2ncc3c(N4CCCC5(CCO5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(F)c(F)ccc2c1,"['CHEMBL5269272', 'CHEMBL5269272']","[9.0, 8.698970004336019]","[1.0, 2.0]",2,0.30102999566398125,CHEMBL5269272,['CHEMBL5269272']
Oc1cc(-c2ncc3c(N4CCC[C@]5(CCO5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(Cl)c(F)ccc2c1,"['CHEMBL5265862', 'CHEMBL5265862']","[9.0, 9.0]","[1.0, 1.0]",2,0.0,CHEMBL5265862,['CHEMBL5265862']
Oc1cc(Cl)c(C(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c1,"['CHEMBL5741049', 'CHEMBL5741049']","[10.0, 7.7594507517174005]","[0.1, 17.4]",2,2.2405492482825995,CHEMBL5741049,['CHEMBL5741049']
Oc1cc(Cl)c(C2CC2)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c1,"['CHEMBL5953832', 'CHEMBL5953832', 'CHEMBL5953832', 'CHEMBL5953832']","[9.154901959985743, 9.0, 8.154901959985743, 7.106238237942057]","[0.7, 1.0, 7.0, 78.3]",4,2.0486637220436865,CHEMBL5953832,"['CHEMBL5953832', 'CHEMBL5953832', 'CHEMBL5953832']"
Oc1cc(Cl)c(C2CC2)c(-c2ncc3c(N4CCCC5(CCO5)C4)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c1,"['CHEMBL5290459', 'CHEMBL5290459']","[9.0, 8.698970004336019]","[1.0, 2.0]",2,0.30102999566398125,CHEMBL5290459,['CHEMBL5290459']
Oc1ccc(C(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c1,"['CHEMBL6025906', 'CHEMBL6025906']","[8.769551078621726, 5.882728704344236]","[1.7, 1310.0]",2,2.8868223742774903,CHEMBL6025906,['CHEMBL6025906']
Oc1ccc(CC(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c1,"['CHEMBL5781105', 'CHEMBL5781105']","[8.301029995663981, 6.166852888087215]","[5.0, 681.0]",2,2.1341771075767664,CHEMBL5781105,['CHEMBL5781105']
Oc1ccc(OC(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4CCC5)nc3c2F)c1,"['CHEMBL5932673', 'CHEMBL5932673']","[9.154901959985743, 6.07727454200674]","[0.7, 837.0]",2,3.077627417979003,CHEMBL5932673,['CHEMBL5932673']
Oc1ccc(OC(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OCC45CCCN4C[C@H](F)C5)nc3c2F)c1,"['CHEMBL5776467', 'CHEMBL5776467']","[9.397940008672037, 7.288192770958809]","[0.4, 51.5]",2,2.1097472377132283,CHEMBL5776467,['CHEMBL5776467']
Oc1ccc(SC(F)(F)F)c(-c2ncc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c1,"['CHEMBL5867698', 'CHEMBL5867698']","[8.698970004336019, 6.494850021680094]","[2.0, 320.0]",2,2.204119982655925,CHEMBL5867698,['CHEMBL5867698']
Oc1nc(-c2ccccn2)nc2sccc12,"['CHEMBL5825935', 'CHEMBL5825935', 'CHEMBL5825935', 'CHEMBL5825935']","[4.688246138944246, 4.688246138944246, 4.688246138944246, 4.688246138944246]","[20500.0, 20500.0, 20500.0, 20500.0]",4,0.0,CHEMBL5825935,"['CHEMBL5825935', 'CHEMBL5825935', 'CHEMBL5825935']"
c1ccc2c(-c3cc4nc(OCC56CCCN5CCC6)nc(N5CC6CCC(C5)N6)c4cn3)cccc2c1,"['CHEMBL5944337', 'CHEMBL5944337']","[6.412289034981089, 4.807767177075723]","[387.0, 15568.0]",2,1.6045218579053655,CHEMBL5944337,['CHEMBL5944337']
