Ligand_name,Status,Is_active,Best_affinity_kcal_mol,Label,Formula,MW_Da,LogP,HBD,HBA,RotB,TPSA_A2,Runtime_s
CHEMBL5748017,SUCCESS,1,-5.134,active,C35H36ClFN6O+2,610.261,4.178,2.0,5.0,7.0,72.19,199.05
CHEMBL5980144,SUCCESS,1,-8.748,active,C28H29FN5O4S+,550.192,2.56,2.0,8.0,5.0,122.12,85.0
CHEMBL5780126,SUCCESS,1,-6.154,active,C33H38FN7O2+2,583.306,1.516,3.0,6.0,7.0,115.28,124.47
CHEMBL5418176,SUCCESS,1,-6.977,active,C31H34ClF2N7O+2,593.247,2.672,3.0,6.0,6.0,98.21,103.7
CHEMBL5891278,SUCCESS,1,-6.063,active,C34H39FN7O+3,580.318,1.082,3.0,5.0,6.0,99.83,131.88
CHEMBL6049931,SUCCESS,1,-6.427,active,C28H29FN5O2S+,518.202,3.879,2.0,7.0,5.0,87.98,51.87
CHEMBL5393883,SUCCESS,1,-5.53,active,C31H32ClF2N7OS+2,623.203,3.21,3.0,7.0,6.0,109.11,146.46
CHEMBL5397425,SUCCESS,1,-6.935,active,C29H31ClF3N7OS+2,617.194,2.873,3.0,7.0,6.0,98.21,110.64
CHEMBL5839176,SUCCESS,1,-6.575,active,C30H29FN7O2+,538.236,3.203,3.0,8.0,8.0,126.89,115.79
CHEMBL6007497,SUCCESS,1,-6.648,active,C29H29F3N5O2+,536.227,4.561,2.0,6.0,5.0,87.98,63.41
CHEMBL6000629,SUCCESS,1,-6.256,active,C28H27ClFN8O+,545.197,3.41,2.0,7.0,7.0,111.59,113.15
CHEMBL6062553,SUCCESS,1,-6.485,active,C30H28ClFN7O+,556.202,4.151,2.0,7.0,7.0,106.66,124.18
CHEMBL5917657,SUCCESS,1,-6.925,active,C29H31FN5O2+,500.246,4.173,2.0,6.0,6.0,87.98,55.43
CHEMBL5408369,SUCCESS,1,-6.009,active,C32H31F6N7OS+2,675.22,3.715,3.0,7.0,6.0,109.11,177.18
CHEMBL5405632,SUCCESS,1,-5.575,active,C32H33ClF3N7OS+2,655.21,3.597,3.0,7.0,8.0,109.11,185.94
CHEMBL5753548,SUCCESS,1,-5.646,active,C29H27ClF2N7O2+,578.188,3.268,2.0,7.0,8.0,105.8,112.21
CHEMBL5982513,SUCCESS,1,-6.273,active,C27H26F4N5O2+,528.202,4.325,2.0,6.0,7.0,87.98,74.45
CHEMBL5765688,SUCCESS,1,-6.638,active,C26H23ClF4N5O2+,548.147,4.589,2.0,6.0,6.0,87.98,75.57
CHEMBL5948435,SUCCESS,1,-6.867,active,C30H30F4N5O2+,568.233,5.106,2.0,6.0,6.0,87.98,93.71
CHEMBL5977925,SUCCESS,1,-8.725,active,C32H30ClFN5O2+,570.207,5.159,2.0,6.0,8.0,97.63,144.09
CHEMBL6025772,SUCCESS,1,-6.232,active,C29H27ClF2N7O2+,578.188,3.268,2.0,7.0,8.0,105.8,115.06
CHEMBL5941312,SUCCESS,1,-6.259,active,C29H26ClF3N7O2+,596.178,3.736,2.0,7.0,8.0,105.8,119.11
CHEMBL5877093,SUCCESS,1,-6.401,active,C31H34F2N6O2+2,560.27,2.142,3.0,6.0,6.0,92.42,84.8
CHEMBL5885339,SUCCESS,1,-6.91,active,C29H26FN6O2+,509.21,3.578,2.0,7.0,6.0,100.87,64.41
CHEMBL5906561,SUCCESS,1,-6.396,active,C29H33FN6O3+2,532.259,0.898,3.0,7.0,7.0,101.65,80.8
CHEMBL5853896,SUCCESS,1,-5.859,active,C29H28ClFN7O2+,560.197,3.32,2.0,7.0,8.0,105.8,127.08
CHEMBL4075783,FAILED: Bad Conformer Id,0,,,,,,,,,,
CHEMBL5826223,SUCCESS,1,-6.417,active,C29H26FN6O2+,509.21,3.578,2.0,7.0,6.0,100.87,66.11
CHEMBL5748258,SUCCESS,1,-8.26,active,C30H35FN6O3+2,546.274,1.288,3.0,7.0,8.0,101.65,88.41
CHEMBL4857438,SUCCESS,1,-9.088,active,C31H33ClF2N6O2+2,594.231,2.796,3.0,6.0,6.0,92.42,82.75
CHEMBL5793869,SUCCESS,1,-6.241,active,C30H28FN6O2+,523.225,3.621,2.0,7.0,7.0,100.87,86.68
CHEMBL5756311,SUCCESS,1,-6.681,active,C30H27F2N6O2+,541.216,3.76,2.0,7.0,7.0,100.87,88.49
CHEMBL5976367,SUCCESS,1,-6.368,active,C31H33ClF2N6O2+2,594.231,2.796,3.0,6.0,6.0,92.42,100.25
CHEMBL5838288,SUCCESS,1,-6.583,active,C29H25ClF4N7O2+,614.169,3.817,2.0,7.0,7.0,105.8,135.3
CHEMBL4857719,SUCCESS,1,-6.885,active,C31H33ClF2N6O2+2,594.231,2.987,3.0,6.0,6.0,92.42,105.65
CHEMBL5170279,SUCCESS,1,-9.453,active,C31H34F2N6O2+2,560.27,2.142,3.0,6.0,6.0,92.42,85.65
CHEMBL5896075,SUCCESS,0,-5.73,decoy,C25H21FN5+,410.178,2.88,1.0,4.0,2.0,58.52,26.44
CHEMBL4084139,FAILED: Bad Conformer Id,0,,,,,,,,,,
CHEMBL6042242,SUCCESS,1,-5.847,active,C31H34F2N6O2+2,560.27,2.142,3.0,6.0,6.0,92.42,92.06
CHEMBL4074790,FAILED: Bad Conformer Id,0,,,,,,,,,,
CHEMBL5793644,SUCCESS,1,-6.09,active,C32H35ClF2N6O2+2,608.247,3.186,3.0,6.0,7.0,92.42,124.24
CHEMBL4788500,SUCCESS,1,-5.782,active,C33H29N4O2+,513.229,4.973,4.0,2.0,8.0,86.66,186.27
CHEMBL5856093,SUCCESS,1,-6.812,active,C31H33F3N6O2+2,578.261,2.281,3.0,6.0,6.0,92.42,105.39
CHEMBL4874297,SUCCESS,1,-6.272,active,C31H32F4N6O2+2,596.251,2.42,3.0,6.0,6.0,92.42,110.77
CHEMBL5999313,SUCCESS,1,-5.027,active,C39H43ClFN7O5+2,743.299,3.235,4.0,9.0,13.0,139.98,484.31
CHEMBL5878920,SUCCESS,0,-5.902,decoy,C23H21N5O2S,431.142,3.316,1.0,6.0,4.0,77.9,39.19
CHEMBL5774607,SUCCESS,0,-5.109,decoy,C17H15N5OS,337.1,3.157,1.0,5.0,5.0,72.17,19.31
CHEMBL5762821,SUCCESS,1,-6.171,active,C27H31F3N6O2+2,528.245,1.128,3.0,6.0,6.0,92.42,79.53
CHEMBL6051970,SUCCESS,0,-5.897,decoy,C24H24N5O2S+,446.165,2.067,2.0,5.0,5.0,79.1,48.2
CHEMBL5269272,SUCCESS,1,-6.883,active,C32H32F4N5O3+,610.244,4.265,2.0,7.0,6.0,85.04,106.17
CHEMBL5982761,SUCCESS,1,-5.717,active,C28H32F4N6O2+2,560.251,2.06,3.0,6.0,6.0,92.42,84.92
CHEMBL5290459,SUCCESS,1,-6.612,active,C31H35ClF2N5O3+,598.239,4.365,2.0,7.0,7.0,85.04,111.19
CHEMBL5265862,SUCCESS,1,-7.167,active,C32H32ClF3N5O3+,626.214,4.78,2.0,7.0,6.0,85.04,113.83
CHEMBL5826328,SUCCESS,0,-5.86,decoy,C26H27FN5O2+,460.214,3.393,2.0,6.0,7.0,87.98,55.08
CHEMBL4796065,SUCCESS,0,-4.786,decoy,C19H20N3O2+,322.155,1.351,4.0,2.0,6.0,69.56,28.09
CHEMBL5753679,SUCCESS,1,-6.044,active,C28H29FN5O3S+,534.197,2.894,2.0,7.0,5.0,111.04,74.3
CHEMBL5286121,SUCCESS,1,-6.435,active,C33H34F4N5O3+,624.259,4.247,3.0,7.0,7.0,96.04,120.22
CHEMBL5900980,SUCCESS,0,-5.263,decoy,C20H18FN4OS+,381.118,2.415,2.0,4.0,6.0,58.79,32.3
CHEMBL5942969,SUCCESS,1,-6.56,active,C33H35F2N9O2+2,627.287,1.585,3.0,8.0,7.0,123.13,136.37
CHEMBL6053286,SUCCESS,1,-5.996,active,C31H35FN6O2+2,542.279,2.194,3.0,6.0,6.0,92.42,84.84
CHEMBL5974392,SUCCESS,0,-5.827,decoy,C29H38FN7O+2,519.311,1.854,2.0,6.0,8.0,85.08,74.32
CHEMBL6051462,SUCCESS,1,-6.723,active,C35H39ClFN7O3+2,659.278,2.963,2.0,7.0,7.0,101.73,229.49
CHEMBL5838776,SUCCESS,0,-5.959,decoy,C25H26FN6O+,445.215,2.67,2.0,6.0,6.0,81.99,38.36
CHEMBL5938712,SUCCESS,0,-5.789,decoy,C28H31ClFN7+2,519.23,1.885,2.0,5.0,6.0,66.2,54.23
CHEMBL4869200,SUCCESS,1,-5.597,active,C32H41IN6O3+2,684.227,1.491,3.0,7.0,8.0,92.0,135.85
CHEMBL5902578,SUCCESS,0,-6.475,decoy,C29H37F2N7O+2,537.302,1.802,2.0,6.0,8.0,85.08,90.56
CHEMBL5989132,SUCCESS,0,-5.659,decoy,C29H37F2N7O+2,537.302,1.906,3.0,6.0,8.0,84.22,83.1
CHEMBL5794292,SUCCESS,1,-6.309,active,C28H31F5N6O3+2,594.237,1.888,3.0,7.0,7.0,101.65,115.47
CHEMBL5928288,SUCCESS,0,-4.889,decoy,C31H40F2N6O+2,550.322,2.581,2.0,5.0,5.0,72.19,101.5
CHEMBL6015684,SUCCESS,0,-6.026,decoy,C30H38F2N6O2+2,552.301,2.071,2.0,6.0,9.0,81.42,98.92
CHEMBL4875572,SUCCESS,1,-7.133,active,C32H40BrFN6O2+2,638.237,2.361,3.0,6.0,8.0,82.77,143.71
CHEMBL4876274,SUCCESS,1,-6.36,active,C32H40FIN6O2+2,686.223,2.203,3.0,6.0,8.0,82.77,141.05
CHEMBL4872714,SUCCESS,1,-5.503,active,C32H41BrN6O3+2,636.241,1.649,3.0,7.0,8.0,92.0,149.05
CHEMBL5919623,SUCCESS,0,-5.942,decoy,C30H35FN6O2+2,530.279,2.048,3.0,6.0,8.0,92.42,97.61
CHEMBL5739552,SUCCESS,0,-6.014,decoy,C30H38F2N6O2+2,552.301,1.511,3.0,6.0,9.0,92.42,103.74
CHEMBL6030504,SUCCESS,0,-5.563,decoy,C31H36ClFN6O+2,562.261,3.386,2.0,5.0,8.0,72.19,102.97
CHEMBL6013001,SUCCESS,0,-5.556,decoy,C33H44F2N6O+2,578.353,3.53,2.0,5.0,11.0,72.19,107.09
CHEMBL5855600,SUCCESS,1,-5.848,active,C42H51ClFN8O4+3,785.369,2.174,4.0,8.0,16.0,124.19,621.39
CHEMBL5785241,SUCCESS,0,-5.487,decoy,C30H35FN6O2+2,530.279,2.05,3.0,6.0,8.0,92.42,99.54
CHEMBL5986499,SUCCESS,0,-8.235,decoy,C24H24FN6O+,431.199,2.646,3.0,6.0,5.0,90.78,39.47
CHEMBL5913765,SUCCESS,0,-5.199,decoy,C27H30ClFN6O+2,508.214,2.075,2.0,5.0,8.0,72.19,82.1
CHEMBL5852825,SUCCESS,1,-6.678,active,C36H41ClFN7O4+2,689.288,2.589,2.0,8.0,6.0,110.96,271.75
CHEMBL5756810,SUCCESS,0,-6.362,decoy,C28H30ClFN6O+2,520.214,2.218,2.0,5.0,5.0,72.19,68.89
CHEMBL5866398,SUCCESS,0,-6.938,decoy,C16H15N5O2,309.123,2.193,2.0,5.0,6.0,92.79,22.08
CHEMBL5909652,SUCCESS,0,-6.16,decoy,C28H30ClFN6O+2,520.214,2.218,2.0,5.0,5.0,72.19,75.93
CHEMBL6048725,SUCCESS,0,-7.07,decoy,C23H22N5O3S+,448.144,1.734,2.0,6.0,5.0,100.5,43.05
CHEMBL5756840,SUCCESS,0,-4.672,decoy,C20H18N4O4S,410.105,1.509,1.0,6.0,4.0,108.8,36.66
CHEMBL6001538,SUCCESS,0,-5.631,decoy,C27H30ClFN6O+2,508.214,2.512,2.0,5.0,8.0,84.36,70.34
CHEMBL5983158,SUCCESS,0,-6.045,decoy,C30H35FN6O2+2,530.279,1.317,3.0,6.0,8.0,92.42,91.8
CHEMBL6002919,SUCCESS,1,-8.275,active,C38H45ClFN7O3+2,701.325,4.133,2.0,7.0,7.0,101.73,297.28
CHEMBL5752074,SUCCESS,1,-6.546,active,C37H43ClFN7O3+2,687.309,3.743,2.0,7.0,7.0,101.73,299.71
CHEMBL5741814,SUCCESS,0,-5.231,decoy,C23H20N4O4S,448.121,3.187,1.0,7.0,5.0,93.12,49.9
CHEMBL5923701,SUCCESS,0,-6.517,decoy,C28H35F2N7O+2,523.286,1.516,3.0,6.0,7.0,84.22,76.92
CHEMBL5795672,SUCCESS,0,-5.898,decoy,C27H28ClFN5O2+,508.191,3.966,1.0,6.0,8.0,76.98,73.29
CHEMBL5990636,SUCCESS,0,-5.555,decoy,C27H29FN5O3+,490.225,3.019,2.0,7.0,9.0,97.21,76.97
CHEMBL5929593,SUCCESS,0,-5.599,decoy,C30H35FN6O2+2,530.279,2.05,3.0,6.0,8.0,92.42,106.76
CHEMBL5826755,SUCCESS,1,-7.512,active,C37H43ClFN7O4+2,703.304,2.979,2.0,8.0,7.0,110.96,315.63
CHEMBL5808884,SUCCESS,0,-5.408,decoy,C28H35FN6O2+2,506.279,1.344,2.0,6.0,7.0,81.42,67.72
CHEMBL5969346,SUCCESS,0,-6.245,decoy,C33H32ClFN6O+2,582.23,3.915,2.0,5.0,5.0,72.19,106.92
CHEMBL5829177,SUCCESS,0,-6.268,decoy,C29H31ClF2N6O+2,552.22,2.556,2.0,5.0,6.0,72.19,102.12
CHEMBL5927937,SUCCESS,0,-6.349,decoy,C30H35FN6O+2,514.285,2.263,2.0,5.0,7.0,72.19,66.14
CHEMBL5965852,SUCCESS,0,-5.34,decoy,C28H35FN6O+2,490.285,1.644,2.0,5.0,6.0,72.19,61.46
CHEMBL5785200,SUCCESS,0,-5.861,decoy,C27H29FN9O+,514.247,2.285,2.0,7.0,8.0,114.25,81.08
CHEMBL6024631,SUCCESS,0,-9.005,decoy,C30H31FN7O+,524.257,3.562,1.0,6.0,8.0,85.57,71.4
CHEMBL5910304,SUCCESS,0,-5.671,decoy,C30H36N6O+2,496.294,2.124,2.0,5.0,7.0,72.19,78.86
CHEMBL5792486,SUCCESS,0,-7.239,decoy,C32H36F2N6O2+2,574.286,2.445,2.0,6.0,7.0,81.42,107.95
CHEMBL5952349,SUCCESS,0,-7.155,decoy,C29H34F2N8O+2,548.281,1.468,3.0,6.0,6.0,100.87,87.87
CHEMBL6054816,SUCCESS,0,-6.631,decoy,C30H32F4N6O2+2,584.251,2.448,3.0,6.0,7.0,92.42,126.91
CHEMBL6036025,SUCCESS,0,-6.007,decoy,C31H30FN6O+,521.246,4.223,1.0,6.0,7.0,80.64,81.1
CHEMBL6048017,SUCCESS,0,-6.312,decoy,C28H29ClFN7+2,517.215,2.078,2.0,5.0,3.0,78.37,46.04
CHEMBL5818796,SUCCESS,0,-6.36,decoy,C31H29ClFN6O2+,571.202,4.577,1.0,7.0,8.0,89.87,122.59
CHEMBL5944472,SUCCESS,0,-6.321,decoy,C28H27FN7O2+,512.22,2.917,2.0,7.0,7.0,105.8,85.78
CHEMBL6026808,SUCCESS,0,-6.228,decoy,C29H33F5N6O3+2,608.252,2.191,2.0,7.0,8.0,90.65,130.59
CHEMBL6020931,SUCCESS,0,-8.951,decoy,C31H30FN6O2+,537.241,3.929,2.0,7.0,8.0,100.87,118.77
CHEMBL5903362,SUCCESS,0,-5.945,decoy,C28H27FN7O2+,512.22,2.917,2.0,7.0,7.0,105.8,85.63
CHEMBL5774538,SUCCESS,0,-5.718,decoy,C29H29FN7O+,510.241,3.254,1.0,6.0,7.0,85.57,92.48
CHEMBL5876426,SUCCESS,0,-6.638,decoy,C31H26ClFN7O+,566.187,5.231,1.0,6.0,5.0,85.57,88.69
CHEMBL5773558,SUCCESS,0,-6.203,decoy,C28H27FN7O2+,512.22,2.917,2.0,7.0,7.0,105.8,86.93
CHEMBL5874325,SUCCESS,0,-8.258,decoy,C29H28ClFN7O+,544.202,3.907,1.0,6.0,7.0,85.57,105.58
CHEMBL6019240,SUCCESS,0,-6.926,decoy,C31H30FN6O2+,537.241,3.929,2.0,7.0,8.0,100.87,116.0
CHEMBL5919294,SUCCESS,0,-6.066,decoy,C29H28ClFN7O+,544.202,3.907,1.0,6.0,7.0,85.57,110.59
CHEMBL5814841,SUCCESS,0,-5.919,decoy,C29H28ClFN7O2+,560.197,3.107,2.0,7.0,8.0,105.8,115.53
CHEMBL5999795,SUCCESS,0,-7.942,decoy,C31H30FN6O3+,553.236,3.629,2.0,8.0,9.0,110.1,134.85
CHEMBL5826867,SUCCESS,0,-6.203,decoy,C27H26ClFN5O2+,506.175,3.577,1.0,6.0,5.0,76.98,74.89
CHEMBL6034474,SUCCESS,0,-7.114,decoy,C30H28ClFN7O+,556.202,4.211,2.0,6.0,4.0,96.43,81.47
CHEMBL6010058,SUCCESS,0,-6.476,decoy,C28H27ClFN8O+,545.197,3.302,1.0,7.0,7.0,98.46,103.49
CHEMBL5842562,SUCCESS,0,-5.843,decoy,C29H28ClFN7O+,544.202,3.907,1.0,6.0,7.0,85.57,114.64
CHEMBL5951742,SUCCESS,0,-5.963,decoy,C29H28ClFN7O+,544.202,3.907,1.0,6.0,7.0,85.57,102.74
CHEMBL6009459,SUCCESS,0,-6.871,decoy,C34H32FN6O2+,575.257,5.015,3.0,6.0,8.0,103.77,144.64
CHEMBL5949944,SUCCESS,0,-6.157,decoy,C21H15N5O2S,401.095,3.78,1.0,7.0,6.0,100.79,44.34
CHEMBL5807611,SUCCESS,0,-6.248,decoy,C30H28ClFN7O+,556.202,4.211,2.0,6.0,4.0,96.43,93.57
CHEMBL5850210,SUCCESS,0,-6.199,decoy,C27H32F2N6O+2,494.259,1.474,2.0,5.0,5.0,72.19,54.94
CHEMBL5745684,SUCCESS,0,-9.192,decoy,C30H27ClFN6O+,541.191,4.568,1.0,6.0,6.0,80.64,90.47
CHEMBL6048312,SUCCESS,0,-5.943,decoy,C28H28ClFN5O2+,520.191,4.11,1.0,6.0,5.0,76.98,80.51
CHEMBL5791839,SUCCESS,0,-6.002,decoy,C28H31ClF4N6O2+2,594.212,2.887,2.0,6.0,6.0,81.42,111.1
CHEMBL5906656,SUCCESS,0,-6.001,decoy,C23H22FN6O+,417.183,2.186,3.0,6.0,4.0,104.77,32.67
CHEMBL5890558,SUCCESS,0,-6.058,decoy,C28H28ClFN5O2+,520.191,4.11,1.0,6.0,5.0,76.98,77.41
CHEMBL5762420,SUCCESS,0,-6.192,decoy,C12H8ClN3O2S,293.003,2.111,2.0,5.0,3.0,74.58,11.66
CHEMBL5785483,SUCCESS,0,-6.015,decoy,C12H9N3O2S,259.042,1.457,2.0,5.0,3.0,74.58,11.58
CHEMBL5825935,SUCCESS,0,-5.683,decoy,C11H7N3OS,229.031,1.965,1.0,4.0,1.0,54.35,6.69
CHEMBL5817812,SUCCESS,0,-6.326,decoy,C15H9N3OS,279.047,3.118,1.0,4.0,1.0,54.35,8.18
CHEMBL6031071,SUCCESS,0,-5.755,decoy,C28H26ClFN7O+,530.187,3.827,1.0,6.0,6.0,85.57,98.63
CHEMBL5771327,SUCCESS,0,-5.995,decoy,C29H28ClF3N5O+,554.193,5.366,1.0,5.0,6.0,67.75,105.69
CHEMBL5832870,SUCCESS,0,-6.759,decoy,C30H27F2N6O+,525.221,4.054,1.0,6.0,6.0,80.64,77.36
CHEMBL5926740,SUCCESS,0,-5.627,decoy,C22H19N5O2S,417.126,2.927,1.0,6.0,3.0,77.9,35.5
CHEMBL5951297,SUCCESS,0,-6.365,decoy,C31H32ClF3N6O+2,596.227,3.038,2.0,5.0,5.0,72.19,118.83
CHEMBL5981972,SUCCESS,0,-6.011,decoy,C22H20N5O3S+,434.128,1.431,3.0,6.0,4.0,111.5,38.5
CHEMBL5861605,SUCCESS,0,-6.835,decoy,C32H36F2N6+2,542.296,3.182,2.0,4.0,5.0,62.96,92.02
CHEMBL5884953,SUCCESS,0,-4.964,decoy,C22H18ClN5O3S,467.082,3.286,2.0,7.0,4.0,98.13,41.62
CHEMBL5886946,SUCCESS,0,-5.359,decoy,C19H15N5O3S2,425.062,2.635,1.0,8.0,3.0,96.78,35.75
CHEMBL5981522,SUCCESS,0,-5.465,decoy,C25H26ClFN6O+2,480.183,2.173,2.0,5.0,6.0,95.39,62.06
CHEMBL5904679,SUCCESS,0,-5.903,decoy,C22H17ClN4O3S,452.071,3.832,1.0,6.0,3.0,83.89,41.53
CHEMBL5848857,SUCCESS,0,-5.965,decoy,C28H31F2N7O+2,519.255,1.155,2.0,6.0,5.0,95.98,76.3
CHEMBL5842499,SUCCESS,0,-6.43,decoy,C27H33F2N7O+2,509.27,1.057,3.0,6.0,6.0,98.21,65.76
CHEMBL6043691,SUCCESS,0,-6.154,decoy,C27H30F5N7O+2,563.242,1.697,2.0,6.0,5.0,85.08,99.96
CHEMBL5873415,SUCCESS,0,-6.233,decoy,C23H22N5O3S+,448.144,1.211,3.0,6.0,5.0,99.33,57.6
CHEMBL6021642,SUCCESS,0,-5.854,decoy,C31H26ClFN7O+,566.187,4.695,1.0,6.0,5.0,85.57,113.12
CHEMBL5941929,SUCCESS,0,-6.03,decoy,C28H32F4N6O2+2,560.251,2.234,2.0,6.0,6.0,81.42,106.98
CHEMBL5978138,SUCCESS,0,-5.408,decoy,C26H25ClFN6O+,491.176,2.733,2.0,6.0,4.0,81.99,33.59
CHEMBL6050062,SUCCESS,0,-6.549,decoy,C26H26FN6O+,457.215,2.814,2.0,6.0,4.0,81.99,25.49
CHEMBL5895141,SUCCESS,0,-6.219,decoy,C26H23ClFN5O3,507.147,2.071,1.0,7.0,6.0,107.88,71.94
CHEMBL6024085,SUCCESS,0,-6.581,decoy,C30H32FN6O2+,527.257,3.221,2.0,7.0,4.0,91.22,34.84
CHEMBL6014068,SUCCESS,0,-9.256,decoy,C32H28ClFN7O+,580.202,4.867,1.0,6.0,6.0,85.57,145.86
CHEMBL6030998,SUCCESS,0,-6.368,decoy,C30H34ClFN6O+2,548.246,3.876,2.0,5.0,6.0,95.39,99.14
CHEMBL5909201,SUCCESS,0,-5.566,decoy,C28H30FN6O2+,501.241,2.565,3.0,7.0,6.0,102.22,54.19
CHEMBL5816552,SUCCESS,0,-7.135,decoy,C35H35ClF2N6O4S+2,708.209,3.324,2.0,8.0,9.0,115.56,254.85
CHEMBL5089026,SUCCESS,0,-6.25,decoy,C23H21FN5O+,402.172,2.604,2.0,5.0,3.0,78.75,21.69
CHEMBL5789297,SUCCESS,0,-8.132,decoy,C35H35ClF2N6O4S+2,708.209,3.324,2.0,8.0,9.0,115.56,272.96
CHEMBL5934418,SUCCESS,0,-6.517,decoy,C28H29FN5O3+,502.225,3.162,2.0,7.0,5.0,97.21,50.26
CHEMBL5857134,SUCCESS,0,-6.432,decoy,C35H35ClF2N6O4S+2,708.209,3.324,2.0,8.0,9.0,115.56,268.81
CHEMBL6014784,SUCCESS,0,-6.451,decoy,C25H22F4N5O2+,500.17,3.545,2.0,6.0,5.0,87.98,51.86
CHEMBL5810664,SUCCESS,0,-5.628,decoy,C30H30Cl2FN6O2+,595.179,4.161,1.0,6.0,5.0,88.06,107.91
CHEMBL6013965,SUCCESS,0,-5.887,decoy,C26H26ClFN5O3+,510.17,2.284,3.0,7.0,8.0,108.21,74.96
CHEMBL5921595,SUCCESS,0,-5.639,decoy,C26H26ClFN5O3+,510.17,2.284,3.0,7.0,8.0,108.21,78.44
CHEMBL5826280,SUCCESS,0,-6.202,decoy,C29H37FN6O2+2,520.295,0.87,3.0,6.0,8.0,92.42,80.21
CHEMBL5982246,SUCCESS,0,-6.504,decoy,C26H23ClF4N5O2+,548.147,3.854,2.0,6.0,6.0,87.98,74.55
CHEMBL5896135,SUCCESS,0,-5.661,decoy,C27H30F4N6O2+2,546.236,1.458,3.0,6.0,6.0,92.42,74.63
CHEMBL5803405,SUCCESS,0,-6.431,decoy,C26H23F5N5O2+,532.177,3.883,2.0,6.0,7.0,87.98,66.38
CHEMBL6050012,SUCCESS,0,-7.566,decoy,C36H36ClF2N7O4S+2,735.22,2.675,3.0,8.0,9.0,135.43,281.85
CHEMBL5881822,SUCCESS,0,-6.752,decoy,C31H31ClFN6O2+,573.218,4.086,1.0,6.0,5.0,88.06,103.74
CHEMBL5742677,SUCCESS,0,-5.69,decoy,C28H29ClFN4O3+,523.191,3.731,3.0,6.0,9.0,104.97,90.02
CHEMBL5822412,SUCCESS,0,-7.26,decoy,C26H24F4N5O2+,514.186,3.935,2.0,6.0,6.0,87.98,61.42
CHEMBL5831259,SUCCESS,0,-5.23,decoy,C27H28ClFN5O3+,524.186,2.532,3.0,7.0,9.0,108.21,97.07
CHEMBL5847248,SUCCESS,0,-6.619,decoy,C28H26F4N5O2+,540.202,4.325,2.0,6.0,6.0,87.98,68.49
CHEMBL5794208,SUCCESS,0,-6.154,decoy,C35H37FN6O+2,576.3,3.525,2.0,5.0,7.0,72.19,167.48
CHEMBL5758265,SUCCESS,0,-7.999,decoy,C28H29ClFN4O3+,523.191,3.731,3.0,6.0,9.0,104.97,96.59
CHEMBL6023761,SUCCESS,0,-6.358,decoy,C27H33FN6O2+2,492.264,1.041,3.0,6.0,6.0,92.42,55.98
CHEMBL5898566,SUCCESS,0,-6.307,decoy,C27H33FN6O2+2,492.264,1.041,3.0,6.0,6.0,92.42,57.25
CHEMBL5975330,SUCCESS,0,-7.729,decoy,C31H34ClFN6O2+2,576.24,2.113,3.0,6.0,6.0,92.42,107.21
CHEMBL5849860,SUCCESS,0,-6.416,decoy,C30H26ClF2N6O2+,575.177,3.678,2.0,7.0,7.0,100.87,98.38
CHEMBL6022537,SUCCESS,0,-7.003,decoy,C31H29FN5O2+,522.23,4.226,2.0,6.0,7.0,87.98,80.29
CHEMBL6007936,SUCCESS,0,-6.412,decoy,C30H28FN6O2+,523.225,3.621,2.0,7.0,7.0,100.87,79.77
CHEMBL6063358,SUCCESS,0,-6.589,decoy,C29H27FN7O2+,524.22,3.016,2.0,8.0,7.0,113.76,76.33
CHEMBL5977406,SUCCESS,0,-6.907,decoy,C32H28ClFN5O3+,584.186,4.692,2.0,7.0,8.0,105.05,137.56
CHEMBL5944337,SUCCESS,0,-6.975,decoy,C31H36N6O+2,508.294,2.349,2.0,5.0,5.0,72.19,75.44
